InvoiceDate,InvoiceMonth,InvoiceYear,InvoiceWeekday,InvoiceHour,InvoiceWeekEndMS,InvoiceWeekEndSS,Segment,Country,InvoiceCount_Buy,ActiveCustomers_Buy,TotalQuantity_Buy,TotalSales_Buy,AvgSalesPerCustomer_Buy,ReturnCustomers,TotalSales_Return
2011-03-25 08:41:00,2011-03,2011,Friday,8,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,106.0,157.7,157.7,0,0.0
2011-03-25 08:43:00,2011-03,2011,Friday,8,2011-03-27,2011-03-26,Loyal,United Kingdom,1,1,252.0,427.0,427.0,0,0.0
2011-03-25 08:50:00,2011-03,2011,Friday,8,2011-03-27,2011-03-26,VIP,Germany,1,1,128.0,246.54000000000002,246.54000000000002,0,0.0
2011-03-25 08:52:00,2011-03,2011,Friday,8,2011-03-27,2011-03-26,Loyal,United Kingdom,1,1,134.0,344.40999999999997,344.40999999999997,0,0.0
2011-03-25 08:53:00,2011-03,2011,Friday,8,2011-03-27,2011-03-26,Loyal,United Kingdom,1,1,12.0,17.4,17.4,0,0.0
2011-03-25 09:39:00,2011-03,2011,Friday,9,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,24.0,57.599999999999994,57.599999999999994,0,0.0
2011-03-25 10:05:00,2011-03,2011,Friday,10,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,146.0,307.5,307.5,0,0.0
2011-03-25 10:08:00,2011-03,2011,Friday,10,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,84.0,420.59999999999997,420.59999999999997,0,0.0
2011-03-25 10:14:00,2011-03,2011,Friday,10,2011-03-27,2011-03-26,Loyal,United Kingdom,1,1,230.0,256.78,256.78,0,0.0
2011-03-25 10:19:00,2011-03,2011,Friday,10,2011-03-27,2011-03-26,VIP,France,1,1,264.0,357.9100000000001,357.9100000000001,0,0.0
2011-03-25 10:39:00,2011-03,2011,Friday,10,2011-03-27,2011-03-26,At Risk,United Kingdom,1,1,3.0,15.85,15.85,0,0.0
2011-03-25 10:42:00,2011-03,2011,Friday,10,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,34.0,102.69999999999999,102.69999999999999,0,0.0
2011-03-25 10:43:00,2011-03,2011,Friday,10,2011-03-27,2011-03-26,,United Kingdom,0,0,0.0,0.0,,1,-431.5999999999999
2011-03-25 10:49:00,2011-03,2011,Friday,10,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,216.0,465.84000000000003,465.84000000000003,0,0.0
2011-03-25 10:50:00,2011-03,2011,Friday,10,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,552.0,878.16,878.16,0,0.0
2011-03-25 10:51:00,2011-03,2011,Friday,10,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,96.0,146.88,146.88,0,0.0
2011-03-25 10:52:00,2011-03,2011,Friday,10,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,344.0,366.17999999999995,366.17999999999995,0,0.0
2011-03-25 11:01:00,2011-03,2011,Friday,11,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,220.0,349.5100000000001,349.5100000000001,0,0.0
2011-03-25 11:31:00,2011-03,2011,Friday,11,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,46.0,83.14,83.14,1,-28.38
2011-03-25 11:34:00,2011-03,2011,Friday,11,2011-03-27,2011-03-26,Loyal,United Kingdom,1,1,77.0,221.77,221.77,0,0.0
2011-03-25 11:41:00,2011-03,2011,Friday,11,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,323.0,878.0200000000002,878.0200000000002,0,0.0
2011-03-25 11:44:00,2011-03,2011,Friday,11,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,104.0,173.25999999999996,173.25999999999996,0,0.0
2011-03-25 11:57:00,2011-03,2011,Friday,11,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,210.0,409.5,409.5,0,0.0
2011-03-25 12:00:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,Active,United Kingdom,1,1,431.0,2526.98,2526.98,0,0.0
2011-03-25 12:04:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,VIP,EIRE,1,1,533.0,750.3699999999998,750.3699999999998,0,0.0
2011-03-25 12:04:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,Active,Spain,1,1,346.0,628.15,628.15,0,0.0
2011-03-25 12:07:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,Loyal,United Kingdom,1,1,2.0,9.9,9.9,1,-19.9
2011-03-25 12:10:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,Active,United Kingdom,1,1,158.0,654.7500000000001,654.7500000000001,0,0.0
2011-03-25 12:13:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,220.0,207.20999999999998,207.20999999999998,0,0.0
2011-03-25 12:21:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,At Risk,United Kingdom,1,1,39.0,170.95000000000002,170.95000000000002,0,0.0
2011-03-25 12:34:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,VIP,Netherlands,1,1,731.0,1407.86,1407.86,0,0.0
2011-03-25 12:34:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,Loyal,United Kingdom,0,0,0.0,0.0,,1,-9.95
2011-03-25 12:43:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,Loyal,United Kingdom,0,0,0.0,0.0,,1,-74.10000000000001
2011-03-25 12:48:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,502.0,708.66,708.66,0,0.0
2011-03-25 12:55:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,Loyal,United Kingdom,1,1,36.0,134.56,134.56,0,0.0
2011-03-25 12:57:00,2011-03,2011,Friday,12,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,418.0,554.1799999999998,554.1799999999998,0,0.0
2011-03-25 13:12:00,2011-03,2011,Friday,13,2011-03-27,2011-03-26,VIP,United Kingdom,0,0,0.0,0.0,,1,-3.5999999999999996
2011-03-25 13:23:00,2011-03,2011,Friday,13,2011-03-27,2011-03-26,Loyal,United Kingdom,1,1,175.0,227.70000000000007,227.70000000000007,0,0.0
2011-03-25 13:30:00,2011-03,2011,Friday,13,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,8.0,6.8,6.8,0,0.0
2011-03-25 13:35:00,2011-03,2011,Friday,13,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,194.0,474.05000000000007,474.05000000000007,0,0.0
2011-03-25 13:37:00,2011-03,2011,Friday,13,2011-03-27,2011-03-26,VIP,Germany,0,0,0.0,0.0,,1,-6.2
2011-03-25 13:41:00,2011-03,2011,Friday,13,2011-03-27,2011-03-26,VIP,United Kingdom,0,0,0.0,0.0,,1,-4.3
2011-03-25 13:42:00,2011-03,2011,Friday,13,2011-03-27,2011-03-26,VIP,United Kingdom,0,0,0.0,0.0,,1,-19.75
2011-03-25 13:54:00,2011-03,2011,Friday,13,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,162.0,171.10000000000002,171.10000000000002,0,0.0
2011-03-25 14:00:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,At Risk,United Kingdom,1,1,17.0,35.17,35.17,0,0.0
2011-03-25 14:01:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,215.0,194.92000000000002,194.92000000000002,0,0.0
2011-03-25 14:06:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,1336.0,5513.32,5513.32,0,0.0
2011-03-25 14:11:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-03-25 14:19:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,New & Growing,United Kingdom,1,1,1.0,295.0,295.0,0,0.0
2011-03-25 14:19:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,VIP,Switzerland,1,1,227.0,490.7800000000001,490.7800000000001,0,0.0
2011-03-25 14:30:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,9.0,25.25,25.25,0,0.0
2011-03-25 14:34:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,New & Growing,United Kingdom,1,1,9.0,17.549999999999997,17.549999999999997,0,0.0
2011-03-25 14:39:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,33.0,76.2,76.2,0,0.0
2011-03-25 14:45:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,42.0,94.19000000000001,94.19000000000001,0,0.0
2011-03-25 14:46:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,156.0,141.72,141.72,0,0.0
2011-03-25 14:50:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,VIP,Germany,1,1,484.0,960.0,960.0,0,0.0
2011-03-25 14:53:00,2011-03,2011,Friday,14,2011-03-27,2011-03-26,VIP,Germany,1,1,522.0,1444.8,1444.8,0,0.0
2011-03-25 15:01:00,2011-03,2011,Friday,15,2011-03-27,2011-03-26,Loyal,Netherlands,1,1,104.0,155.65,155.65,0,0.0
2011-03-25 15:08:00,2011-03,2011,Friday,15,2011-03-27,2011-03-26,New & Growing,United Kingdom,1,1,100.0,197.94,197.94,0,0.0
2011-03-25 15:10:00,2011-03,2011,Friday,15,2011-03-27,2011-03-26,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-03-25 15:18:00,2011-03,2011,Friday,15,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,242.0,354.65999999999997,354.65999999999997,0,0.0
2011-03-25 15:24:00,2011-03,2011,Friday,15,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,241.0,410.53000000000003,410.53000000000003,0,0.0
2011-03-25 15:50:00,2011-03,2011,Friday,15,2011-03-27,2011-03-26,New & Growing,United Kingdom,1,1,307.0,1513.460000000001,1513.460000000001,0,0.0
2011-03-25 16:25:00,2011-03,2011,Friday,16,2011-03-27,2011-03-26,VIP,United Kingdom,1,1,2379.0,3962.06,3962.06,0,0.0
2011-03-25 17:34:00,2011-03,2011,Friday,17,2011-03-27,2011-03-26,New & Growing,United Kingdom,1,1,99.0,161.89000000000001,161.89000000000001,0,0.0
2011-03-27 10:16:00,2011-03,2011,Sunday,10,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,252.0,633.6,633.6,0,0.0
2011-03-27 10:18:00,2011-03,2011,Sunday,10,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,51.0,485.45,485.45,0,0.0
2011-03-27 10:19:00,2011-03,2011,Sunday,10,2011-04-03,2011-04-02,VIP,United Kingdom,0,0,0.0,0.0,,1,-98.55
2011-03-27 10:26:00,2011-03,2011,Sunday,10,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,119.0,266.54999999999995,266.54999999999995,0,0.0
2011-03-27 10:47:00,2011-03,2011,Sunday,10,2011-04-03,2011-04-02,Loyal,United Kingdom,0,0,0.0,0.0,,1,-23.799999999999997
2011-03-27 10:54:00,2011-03,2011,Sunday,10,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,280.0,649.7800000000001,649.7800000000001,0,0.0
2011-03-27 10:56:00,2011-03,2011,Sunday,10,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,206.0,324.70000000000005,324.70000000000005,0,0.0
2011-03-27 11:02:00,2011-03,2011,Sunday,11,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,298.0,520.13,520.13,0,0.0
2011-03-27 11:14:00,2011-03,2011,Sunday,11,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,168.0,343.03000000000003,343.03000000000003,0,0.0
2011-03-27 11:22:00,2011-03,2011,Sunday,11,2011-04-03,2011-04-02,Active,United Kingdom,1,1,20.0,51.0,51.0,0,0.0
2011-03-27 11:44:00,2011-03,2011,Sunday,11,2011-04-03,2011-04-02,Active,United Kingdom,1,1,38.0,388.9,388.9,0,0.0
2011-03-27 11:51:00,2011-03,2011,Sunday,11,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,57.0,121.95,121.95,0,0.0
2011-03-27 11:59:00,2011-03,2011,Sunday,11,2011-04-03,2011-04-02,Active,United Kingdom,1,1,103.0,194.04999999999998,194.04999999999998,0,0.0
2011-03-27 12:04:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,VIP,United Kingdom,0,0,0.0,0.0,,1,-1.65
2011-03-27 12:05:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,VIP,United Kingdom,0,0,0.0,0.0,,1,-1.95
2011-03-27 12:06:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,216.0,311.5699999999998,311.5699999999998,0,0.0
2011-03-27 12:06:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,VIP,Germany,0,0,0.0,0.0,,1,-3.75
2011-03-27 12:08:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,VIP,United Kingdom,0,0,0.0,0.0,,1,-4.199999999999999
2011-03-27 12:11:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,VIP,United Kingdom,0,0,0.0,0.0,,2,-24.249999999999996
2011-03-27 12:12:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,New & Growing,United Kingdom,0,0,0.0,0.0,,1,-23.28
2011-03-27 12:13:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,VIP,United Kingdom,0,0,0.0,0.0,,1,-6.75
2011-03-27 12:14:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,New & Growing,United Kingdom,0,0,0.0,0.0,,1,-19.8
2011-03-27 12:14:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,VIP,United Kingdom,0,0,0.0,0.0,,1,-18.85
2011-03-27 12:16:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,VIP,EIRE,0,0,0.0,0.0,,1,-24.79
2011-03-27 12:16:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,Loyal,United Kingdom,0,0,0.0,0.0,,1,-9.75
2011-03-27 12:21:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,373.0,542.0299999999999,542.0299999999999,0,0.0
2011-03-27 12:36:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,232.0,353.3,353.3,0,0.0
2011-03-27 12:54:00,2011-03,2011,Sunday,12,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,121.0,190.50000000000003,190.50000000000003,0,0.0
2011-03-27 13:07:00,2011-03,2011,Sunday,13,2011-04-03,2011-04-02,Active,France,1,1,61.0,164.05,164.05,0,0.0
2011-03-27 13:10:00,2011-03,2011,Sunday,13,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,101.0,115.26000000000002,115.26000000000002,0,0.0
2011-03-27 13:15:00,2011-03,2011,Sunday,13,2011-04-03,2011-04-02,At Risk,United Kingdom,1,1,1.0,16.95,16.95,0,0.0
2011-03-27 13:21:00,2011-03,2011,Sunday,13,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,181.0,197.89,197.89,0,0.0
2011-03-27 13:56:00,2011-03,2011,Sunday,13,2011-04-03,2011-04-02,At Risk,United Kingdom,1,1,321.0,609.4,609.4,0,0.0
2011-03-27 14:18:00,2011-03,2011,Sunday,14,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,75.0,173.76999999999998,173.76999999999998,0,0.0
2011-03-27 14:28:00,2011-03,2011,Sunday,14,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,158.0,277.4299999999999,277.4299999999999,0,0.0
2011-03-27 14:34:00,2011-03,2011,Sunday,14,2011-04-03,2011-04-02,New & Growing,United Kingdom,1,1,48.0,173.52,173.52,0,0.0
2011-03-27 15:33:00,2011-03,2011,Sunday,15,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,74.0,218.33999999999997,218.33999999999997,0,0.0
2011-03-27 15:39:00,2011-03,2011,Sunday,15,2011-04-03,2011-04-02,At Risk,United Kingdom,1,1,110.0,193.00000000000003,193.00000000000003,0,0.0
2011-03-27 15:40:00,2011-03,2011,Sunday,15,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,350.0,612.3799999999999,612.3799999999999,0,0.0
2011-03-27 15:41:00,2011-03,2011,Sunday,15,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,38.0,254.0,254.0,0,0.0
2011-03-27 15:46:00,2011-03,2011,Sunday,15,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,41.0,165.83,165.83,0,0.0
2011-03-27 16:01:00,2011-03,2011,Sunday,16,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,170.0,131.3,131.3,0,0.0
2011-03-27 16:03:00,2011-03,2011,Sunday,16,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,60.0,83.16000000000001,83.16000000000001,0,0.0
2011-03-27 16:05:00,2011-03,2011,Sunday,16,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,106.0,251.56,251.56,0,0.0
2011-03-27 16:08:00,2011-03,2011,Sunday,16,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,67.0,192.33999999999995,192.33999999999995,0,0.0
2011-03-28 07:53:00,2011-03,2011,Monday,7,2011-04-03,2011-04-02,VIP,EIRE,1,1,745.0,538.9999999999999,538.9999999999999,0,0.0
2011-03-28 08:40:00,2011-03,2011,Monday,8,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,184.0,307.76,307.76,0,0.0
2011-03-28 09:07:00,2011-03,2011,Monday,9,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,471.0,665.2799999999999,665.2799999999999,0,0.0
2011-03-28 09:16:00,2011-03,2011,Monday,9,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,88.0,220.8,220.8,0,0.0
2011-03-28 09:21:00,2011-03,2011,Monday,9,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,178.0,329.44,329.44,0,0.0
2011-03-28 09:30:00,2011-03,2011,Monday,9,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,258.0,453.98,453.98,0,0.0
2011-03-28 09:59:00,2011-03,2011,Monday,9,2011-04-03,2011-04-02,Active,United Kingdom,1,1,315.0,588.0,588.0,0,0.0
2011-03-28 10:02:00,2011-03,2011,Monday,10,2011-04-03,2011-04-02,Loyal,United Kingdom,0,0,0.0,0.0,,1,-39.15
2011-03-28 10:03:00,2011-03,2011,Monday,10,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,100.0,223.89999999999998,223.89999999999998,0,0.0
2011-03-28 10:14:00,2011-03,2011,Monday,10,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,401.0,302.22,302.22,0,0.0
2011-03-28 10:15:00,2011-03,2011,Monday,10,2011-04-03,2011-04-02,Active,France,1,1,848.0,1136.3000000000002,1136.3000000000002,0,0.0
2011-03-28 10:25:00,2011-03,2011,Monday,10,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,23.0,191.25,191.25,0,0.0
2011-03-28 10:26:00,2011-03,2011,Monday,10,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,160.0,277.8,277.8,0,0.0
2011-03-28 10:52:00,2011-03,2011,Monday,10,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,42.0,113.14,113.14,0,0.0
2011-03-28 11:34:00,2011-03,2011,Monday,11,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,119.0,246.60999999999999,246.60999999999999,0,0.0
2011-03-28 11:36:00,2011-03,2011,Monday,11,2011-04-03,2011-04-02,At Risk,Portugal,1,1,217.0,400.54,400.54,0,0.0
2011-03-28 11:49:00,2011-03,2011,Monday,11,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,108.0,374.7,374.7,0,0.0
2011-03-28 11:51:00,2011-03,2011,Monday,11,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,1,-1542.01
2011-03-28 11:51:00,2011-03,2011,Monday,11,2011-04-03,2011-04-02,New & Growing,United Kingdom,1,1,72.0,148.8,148.8,0,0.0
2011-03-28 11:57:00,2011-03,2011,Monday,11,2011-04-03,2011-04-02,At Risk,United Kingdom,1,1,1.0,219.76,219.76,0,0.0
2011-03-28 11:58:00,2011-03,2011,Monday,11,2011-04-03,2011-04-02,New & Growing,United Kingdom,1,1,44.0,121.25000000000003,121.25000000000003,0,0.0
2011-03-28 11:59:00,2011-03,2011,Monday,11,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,245.0,407.09,407.09,0,0.0
2011-03-28 12:02:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,1,-219.76
2011-03-28 12:10:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,1,-435.41
2011-03-28 12:13:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,125.0,210.27,210.27,0,0.0
2011-03-28 12:18:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,At Risk,United Kingdom,1,1,38.0,88.19999999999999,88.19999999999999,0,0.0
2011-03-28 12:18:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,1,-684.9100000000001
2011-03-28 12:22:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,117.0,179.73000000000005,179.73000000000005,0,0.0
2011-03-28 12:23:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,395.0,455.27999999999975,455.27999999999975,0,0.0
2011-03-28 12:25:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,Active,United Kingdom,1,1,36.0,137.60000000000002,137.60000000000002,0,0.0
2011-03-28 12:27:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,At Risk,United Kingdom,1,1,60.0,174.79999999999998,174.79999999999998,0,0.0
2011-03-28 12:34:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,1,-338.39
2011-03-28 12:35:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,VIP,Italy,1,1,163.0,297.5,297.5,0,0.0
2011-03-28 12:37:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,1,-194.98999999999998
2011-03-28 12:46:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-03-28 12:49:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,478.0,1001.8199999999998,1001.8199999999998,0,0.0
2011-03-28 12:52:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,New & Growing,United Kingdom,1,1,96.0,135.09,135.09,0,0.0
2011-03-28 12:52:00,2011-03,2011,Monday,12,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,87.0,116.40999999999998,116.40999999999998,0,0.0
2011-03-28 13:28:00,2011-03,2011,Monday,13,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,466.0,628.6600000000001,628.6600000000001,0,0.0
2011-03-28 13:32:00,2011-03,2011,Monday,13,2011-04-03,2011-04-02,Active,United Kingdom,1,1,54.0,183.89999999999998,183.89999999999998,0,0.0
2011-03-28 13:35:00,2011-03,2011,Monday,13,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,23.0,82.55000000000001,82.55000000000001,0,0.0
2011-03-28 13:39:00,2011-03,2011,Monday,13,2011-04-03,2011-04-02,New & Growing,United Kingdom,1,1,257.0,369.01,369.01,0,0.0
2011-03-28 13:57:00,2011-03,2011,Monday,13,2011-04-03,2011-04-02,VIP,Germany,1,1,425.0,602.8599999999999,602.8599999999999,0,0.0
2011-03-28 13:59:00,2011-03,2011,Monday,13,2011-04-03,2011-04-02,VIP,Germany,1,1,268.0,229.48000000000002,229.48000000000002,0,0.0
2011-03-28 13:59:00,2011-03,2011,Monday,13,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-03-28 14:00:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-03-28 14:00:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,VIP,Italy,0,0,0.0,0.0,,1,-18.0
2011-03-28 14:01:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,VIP,Italy,1,1,1.0,28.0,28.0,0,0.0
2011-03-28 14:01:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-03-28 14:02:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-03-28 14:07:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,VIP,Germany,1,1,157.0,257.20000000000005,257.20000000000005,0,0.0
2011-03-28 14:19:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,44.0,240.35,240.35,0,0.0
2011-03-28 14:23:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,23.0,56.05,56.05,0,0.0
2011-03-28 14:27:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,Active,United Kingdom,1,1,130.0,239.95999999999995,239.95999999999995,0,0.0
2011-03-28 14:33:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,244.0,433.9,433.9,0,0.0
2011-03-28 14:42:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,10.0,127.5,127.5,0,0.0
2011-03-28 14:43:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,VIP,United Kingdom,1,1,163.0,430.23,430.23,0,0.0
2011-03-28 14:46:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,Active,United Kingdom,1,1,151.0,1267.5,1267.5,0,0.0
2011-03-28 14:57:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,New & Growing,United Kingdom,1,1,30.0,106.50000000000001,106.50000000000001,0,0.0
2011-03-28 14:58:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-03-28 14:59:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,VIP,United Kingdom,2,1,85.0,223.35,223.35,0,0.0
2011-03-28 14:59:00,2011-03,2011,Monday,14,2011-04-03,2011-04-02,Active,United Kingdom,1,1,139.0,206.13,206.13,0,0.0
2011-03-28 15:03:00,2011-03,2011,Monday,15,2011-04-03,2011-04-02,Loyal,United Kingdom,1,1,1310.0,2188.5,2188.5,0,0.0
2011-03-28 15:06:00,2011-03,2011,Monday,15,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-03-28 15:10:00,2011-03,2011,Monday,15,2011-04-03,2011-04-02,Active,United Kingdom,1,1,54.0,198.89999999999998,198.89999999999998,0,0.0
2011-03-28 15:11:00,2011-03,2011,Monday,15,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-03-28 15:16:00,2011-03,2011,Monday,15,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-03-28 15:18:00,2011-03,2011,Monday,15,2011-04-03,2011-04-02,Loyal,United Kingdom,0,0,0.0,0.0,,1,-165.0
2011-03-28 15:19:00,2011-03,2011,Monday,15,2011-04-03,2011-04-02,,United Kingdom,0,0,0.0,0.0,,0,0.0
2011-03-28 15:27:00,2011-03,2011,Monday,15,2011-04-03,2011-04-02,Active,United Kingdom,1,1,95.0,184.57000000000002,184.57000000000002,0,0.0
