InvoiceDate,Segment,Country,ReturnInvoiceCount,ReturnCustomers,ReturnedQuantity,ReturnedSales
2011-03-07 13:42:00,New & Growing,United Kingdom,1,1,-3.0,-4.35
2011-03-07 13:45:00,VIP,United Kingdom,1,1,-4.0,-28.8
2011-03-07 13:49:00,New & Growing,United Kingdom,1,1,-14.0,-34.8
2011-03-07 14:27:00,VIP,United Kingdom,1,1,-4.0,-9.25
2011-03-07 14:29:00,VIP,United Kingdom,1,1,-1.0,-2.95
2011-03-07 15:49:00,,United Kingdom,1,1,-1.0,-537.83
2011-03-07 15:52:00,VIP,United Kingdom,1,1,-2.0,-7.9
2011-03-07 15:53:00,,United Kingdom,1,1,-1.0,-222.59
2011-03-07 15:54:00,,United Kingdom,1,1,-1.0,-326.68
2011-03-07 16:40:00,Loyal,Japan,1,1,-1.0,-16.05
2011-03-07 16:41:00,Loyal,Japan,1,1,-1.0,-17.55
2011-03-08 08:34:00,New & Growing,United Kingdom,1,1,-2.0,-11.899999999999999
2011-03-08 14:35:00,Loyal,France,1,1,-15.0,-37.25
2011-03-08 17:28:00,VIP,United Kingdom,1,1,-12.0,-15.0
2011-03-09 11:18:00,VIP,United Kingdom,1,1,-1.0,-12.75
2011-03-09 11:23:00,VIP,United Kingdom,1,1,-6.0,-12.600000000000001
2011-03-09 12:21:00,VIP,United Kingdom,1,1,-1.0,-9.87
2011-03-09 14:52:00,VIP,United Kingdom,1,1,-6.0,-17.700000000000003
2011-03-09 15:05:00,VIP,United Kingdom,1,1,-3.0,-18.45
2011-03-09 15:08:00,VIP,United Kingdom,1,1,-13.0,-60.349999999999994
2011-03-10 09:53:00,VIP,Sweden,1,1,-144.0,-180.0
2011-03-10 10:13:00,VIP,United Kingdom,1,1,-2.0,-15.9
2011-03-10 10:22:00,VIP,United Kingdom,1,1,-15.0,-32.85
2011-03-10 10:29:00,VIP,United Kingdom,1,1,-5.0,-9.25
2011-03-10 10:34:00,VIP,United Kingdom,1,1,-2.0,-2.9
2011-03-10 10:38:00,VIP,United Kingdom,1,1,-3.0,-3.18
2011-03-10 10:57:00,VIP,United Kingdom,1,1,-35.0,-24.5
2011-03-10 11:13:00,VIP,United Kingdom,2,2,-38.0,-21.34
2011-03-10 11:14:00,VIP,United Kingdom,1,1,-1.0,-2.84
2011-03-10 11:15:00,VIP,United Kingdom,1,1,-2.0,-2.9
2011-03-10 11:17:00,VIP,United Kingdom,1,1,-4.0,-19.5
2011-03-10 11:19:00,VIP,Spain,1,1,-7.0,-18.4
2011-03-10 11:19:00,VIP,Belgium,1,1,-7.0,-18.4
2011-03-10 11:31:00,VIP,United Kingdom,2,2,-10.0,-28.600000000000005
2011-03-10 11:32:00,VIP,United Kingdom,1,1,-3.0,-2.55
2011-03-10 11:45:00,Active,United Kingdom,1,1,-1.0,-5.95
2011-03-10 12:04:00,VIP,United Kingdom,1,1,-168.0,-70.56
2011-03-10 12:31:00,VIP,United Kingdom,1,1,-6.0,-17.700000000000003
2011-03-10 12:58:00,VIP,United Kingdom,1,1,-1.0,-3.75
2011-03-10 13:04:00,VIP,United Kingdom,1,1,-18.0,-11.700000000000001
2011-03-10 14:56:00,VIP,United Kingdom,1,1,-6.0,-7.5
2011-03-10 15:02:00,VIP,United Kingdom,1,1,-9.0,-3.78
2011-03-10 15:03:00,VIP,United Kingdom,1,1,-2.0,-9.9
2011-03-10 15:06:00,Loyal,United Kingdom,1,1,-2.0,-20.7
2011-03-10 15:27:00,VIP,United Kingdom,1,1,-2.0,-2.9
2011-03-10 18:18:00,VIP,United Kingdom,1,1,-3.0,-3.18
2011-03-11 09:39:00,VIP,Germany,1,1,-7.0,-14.25
2011-03-11 09:48:00,VIP,United Kingdom,1,1,-7.0,-23.05
2011-03-11 10:15:00,VIP,EIRE,1,1,-1.0,-1687.17
2011-03-11 10:18:00,VIP,EIRE,1,1,-1.0,-1687.17
2011-03-11 11:18:00,Loyal,United Kingdom,1,1,-1.0,-12.75
2011-03-11 11:30:00,VIP,United Kingdom,1,1,-13.0,-30.459999999999997
2011-03-11 14:29:00,VIP,United Kingdom,1,1,-1.0,-1.25
2011-03-11 15:02:00,Loyal,United Kingdom,1,1,-4.0,-23.8
2011-03-13 10:48:00,VIP,United Kingdom,1,1,-8.0,-10.5
2011-03-14 11:44:00,Loyal,United Kingdom,1,1,-3.0,-12.73
2011-03-14 11:45:00,VIP,Italy,1,1,-2.0,-9.9
2011-03-14 11:47:00,VIP,Germany,1,1,-7.0,-44.85
2011-03-14 12:19:00,VIP,United Kingdom,1,1,-1.0,-3.75
2011-03-14 12:24:00,New & Growing,United Kingdom,1,1,-2.0,-8.2
2011-03-14 12:27:00,New & Growing,United Kingdom,1,1,-17.0,-24.229999999999997
2011-03-14 13:05:00,VIP,United Kingdom,1,1,-2.0,-30.9
2011-03-14 14:11:00,VIP,United Kingdom,1,1,-1.0,-4.25
2011-03-14 14:28:00,VIP,United Kingdom,1,1,-1.0,-12.75
2011-03-14 16:42:00,Active,United Kingdom,1,1,-2.0,-3.4
2011-03-15 09:44:00,,Hong Kong,1,1,-1.0,-2583.76
2011-03-15 10:24:00,VIP,France,1,1,-12.0,-15.0
2011-03-15 11:36:00,VIP,United Kingdom,1,1,-1.0,-2.55
2011-03-15 13:01:00,VIP,United Kingdom,1,1,-6.0,-59.699999999999996
2011-03-15 13:32:00,VIP,United Kingdom,1,1,-12.0,-91.80000000000001
2011-03-15 13:55:00,VIP,United Kingdom,1,1,-1.0,-10.75
2011-03-15 14:41:00,,United Kingdom,1,1,-1.0,-29.95
2011-03-15 15:42:00,Loyal,United Kingdom,1,1,-1.0,-10.95
2011-03-15 16:51:00,New & Growing,United Kingdom,1,1,-25.0,-29.0
2011-03-16 11:39:00,Loyal,United Kingdom,1,1,-3.0,-10.850000000000001
2011-03-16 11:50:00,VIP,United Kingdom,1,1,-336.0,-705.6000000000001
2011-03-16 12:13:00,VIP,United Kingdom,1,1,-13.0,-11.049999999999999
2011-03-16 13:47:00,,United Kingdom,1,1,-1.0,-2.1
2011-03-16 15:42:00,VIP,United Kingdom,1,1,-4.0,-34.0
2011-03-16 16:23:00,Active,United Kingdom,1,1,-2.0,-2.12
2011-03-17 09:32:00,Loyal,United Kingdom,1,1,-1.0,-3.75
2011-03-17 13:55:00,VIP,United Kingdom,1,1,-19.0,-30.13
2011-03-17 14:24:00,Active,United Kingdom,1,1,-2.0,-19.9
2011-03-17 14:39:00,,United Kingdom,1,1,-102.0,-555.9
2011-03-17 15:42:00,VIP,United Kingdom,1,1,-4.0,-23.4
2011-03-17 15:46:00,VIP,United Kingdom,1,1,-5.0,-22.25
2011-03-17 15:48:00,Active,United Kingdom,1,1,-36.0,-25.8
2011-03-17 15:49:00,VIP,United Kingdom,1,1,-1.0,-8.5
2011-03-17 16:07:00,VIP,United Kingdom,1,1,-2.0,-5.0
2011-03-17 17:14:00,VIP,United Kingdom,1,1,-96.0,-87.36
2011-03-17 17:16:00,VIP,United Kingdom,1,1,-1.0,-12.75
2011-03-17 17:17:00,VIP,United Kingdom,1,1,-3.0,-17.85
2011-03-17 18:11:00,VIP,United Kingdom,1,1,-1.0,-8.5
2011-03-17 18:13:00,VIP,Germany,1,1,-9.0,-51.75
2011-03-17 18:14:00,VIP,United Kingdom,1,1,-4.0,-6.75
2011-03-17 18:16:00,VIP,United Kingdom,1,1,-8.0,-12.3
2011-03-17 18:20:00,VIP,EIRE,1,1,-1.0,-4.95
2011-03-17 18:21:00,VIP,United Kingdom,1,1,-1.0,-12.75
2011-03-17 18:22:00,VIP,United Kingdom,1,1,-1.0,-8.5
2011-03-17 18:25:00,Loyal,United Kingdom,1,1,-3.0,-10.850000000000001
2011-03-17 18:29:00,VIP,United Kingdom,1,1,-18.0,-65.30000000000001
2011-03-17 18:31:00,New & Growing,United Kingdom,1,1,-14.0,-37.8
2011-03-17 18:33:00,VIP,United Kingdom,1,1,-7.0,-23.550000000000004
2011-03-17 18:42:00,VIP,United Kingdom,1,1,-48.0,-21.6
2011-03-17 18:44:00,VIP,United Kingdom,1,1,-1.0,-6.75
2011-03-17 18:46:00,VIP,United Kingdom,1,1,-25.0,-16.75
2011-03-18 10:37:00,VIP,United Kingdom,1,1,-9.0,-30.45
2011-03-18 10:40:00,VIP,United Kingdom,1,1,-2.0,-4.2
2011-03-18 11:01:00,New & Growing,United Kingdom,1,1,-1.0,-2.95
2011-03-18 11:11:00,,United Kingdom,1,1,-1.0,-56.93
2011-03-18 11:20:00,,United Kingdom,1,1,-2.0,-116.84
2011-03-18 12:08:00,,United Kingdom,1,1,-1.0,-19.05
2011-03-18 12:15:00,VIP,United Kingdom,1,1,-50.0,-72.5
2011-03-18 12:56:00,,United Kingdom,1,1,-1.0,-5693.05
2011-03-18 12:59:00,,United Kingdom,1,1,-1.0,-5225.03
2011-03-18 13:32:00,VIP,United Kingdom,1,1,-224.0,-167.43
2011-03-18 14:39:00,,United Kingdom,1,1,-1.0,-1.25
2011-03-18 16:36:00,VIP,United Kingdom,1,1,-3.0,-11.649999999999999
2011-03-20 10:17:00,VIP,United Kingdom,1,1,-8.0,-87.6
2011-03-20 11:19:00,VIP,United Kingdom,1,1,-3.0,-16.0
2011-03-20 12:11:00,Active,United Kingdom,1,1,-2.0,-15.899999999999999
2011-03-20 16:14:00,,United Kingdom,1,1,-17.0,-53.35000000000001
2011-03-21 11:02:00,VIP,United Kingdom,1,1,-8.0,-6.8
2011-03-21 12:10:00,VIP,United Kingdom,1,1,-24.0,-46.8
2011-03-21 12:20:00,VIP,Poland,1,1,-9.0,-14.39
2011-03-21 12:38:00,VIP,United Kingdom,1,1,-1.0,-6.95
2011-03-21 12:50:00,VIP,United Kingdom,1,1,-3.0,-14.65
2011-03-21 14:39:00,VIP,United Kingdom,1,1,-15.0,-114.8
2011-03-21 15:48:00,VIP,United Kingdom,1,1,-1.0,-2.1
2011-03-21 15:49:00,VIP,United Kingdom,1,1,-2.0,-6.3
2011-03-21 16:06:00,Loyal,United Kingdom,1,1,-2.0,-5.9
2011-03-21 16:07:00,VIP,United Kingdom,1,1,-1.0,-2.95
2011-03-21 16:15:00,Loyal,United Kingdom,1,1,-7.0,-36.2
2011-03-21 16:21:00,VIP,Finland,1,1,-2.0,-12.2
2011-03-21 16:25:00,VIP,United Kingdom,1,1,-2.0,-17.9
2011-03-21 16:27:00,VIP,United Kingdom,1,1,-1.0,-9.95
2011-03-21 16:29:00,New & Growing,United Kingdom,1,1,-24.0,-40.56
2011-03-21 16:34:00,VIP,United Kingdom,1,1,-8.0,-6.8
2011-03-22 11:17:00,VIP,United Kingdom,1,1,-12.0,-45.0
2011-03-22 11:54:00,VIP,United Kingdom,1,1,-3.0,-33.4
2011-03-22 13:13:00,Loyal,United Kingdom,1,1,-1.0,-1.95
2011-03-22 14:40:00,VIP,United Kingdom,1,1,-1.0,-2.55
2011-03-22 16:07:00,VIP,Norway,1,1,-63.0,-120.33
2011-03-23 08:55:00,Loyal,United Kingdom,1,1,-2.0,-21.25
2011-03-23 08:59:00,Loyal,United Kingdom,1,1,-8.0,-18.0
2011-03-23 09:02:00,Loyal,United Kingdom,1,1,-1.0,-2.95
2011-03-23 12:11:00,VIP,United Kingdom,1,1,-2.0,-3.3
2011-03-23 12:42:00,Active,United Kingdom,1,1,-6.0,-17.099999999999998
2011-03-24 10:13:00,Loyal,United Kingdom,1,1,-2.0,-15.9
2011-03-24 10:58:00,VIP,Germany,1,1,-4.0,-18.9
2011-03-24 11:06:00,VIP,Germany,1,1,-5.0,-11.25
2011-03-24 11:19:00,Loyal,Germany,1,1,-4.0,-15.0
2011-03-24 13:09:00,Loyal,United Kingdom,1,1,-4.0,-7.9
2011-03-24 14:07:00,VIP,United Kingdom,1,1,-49.0,-32.34
2011-03-24 14:15:00,VIP,United Kingdom,1,1,-2.0,-21.9
2011-03-24 19:27:00,Loyal,United Kingdom,1,1,-2.0,-3.9
2011-03-24 19:31:00,VIP,United Kingdom,1,1,-1.0,-7.95
2011-03-25 10:43:00,,United Kingdom,1,1,-595.0,-431.5999999999999
2011-03-25 11:31:00,VIP,United Kingdom,1,1,-18.0,-28.38
2011-03-25 12:07:00,Loyal,United Kingdom,1,1,-2.0,-19.9
2011-03-25 12:34:00,Loyal,United Kingdom,1,1,-1.0,-9.95
2011-03-25 12:43:00,Loyal,United Kingdom,1,1,-26.0,-74.10000000000001
2011-03-25 13:12:00,VIP,United Kingdom,1,1,-5.0,-3.5999999999999996
2011-03-25 13:37:00,VIP,Germany,1,1,-2.0,-6.2
2011-03-25 13:41:00,VIP,United Kingdom,1,1,-6.0,-4.3
2011-03-25 13:42:00,VIP,United Kingdom,1,1,-5.0,-19.75
2011-03-27 10:19:00,VIP,United Kingdom,1,1,-9.0,-98.55
2011-03-27 10:47:00,Loyal,United Kingdom,1,1,-8.0,-23.799999999999997
2011-03-27 12:04:00,VIP,United Kingdom,1,1,-1.0,-1.65
2011-03-27 12:05:00,VIP,United Kingdom,1,1,-1.0,-1.95
2011-03-27 12:06:00,VIP,Germany,1,1,-3.0,-3.75
2011-03-27 12:08:00,VIP,United Kingdom,1,1,-2.0,-4.199999999999999
2011-03-27 12:11:00,VIP,United Kingdom,2,2,-32.0,-24.249999999999996
2011-03-27 12:12:00,New & Growing,United Kingdom,1,1,-48.0,-23.28
2011-03-27 12:13:00,VIP,United Kingdom,1,1,-1.0,-6.75
2011-03-27 12:14:00,New & Growing,United Kingdom,1,1,-4.0,-19.8
2011-03-27 12:14:00,VIP,United Kingdom,1,1,-5.0,-18.85
2011-03-27 12:16:00,VIP,EIRE,1,1,-3.0,-24.79
2011-03-27 12:16:00,Loyal,United Kingdom,1,1,-5.0,-9.75
2011-03-28 10:02:00,Loyal,United Kingdom,1,1,-11.0,-39.15
2011-03-28 11:51:00,,United Kingdom,1,1,-2.0,-1542.01
2011-03-28 12:02:00,,United Kingdom,1,1,-1.0,-219.76
2011-03-28 12:10:00,,United Kingdom,1,1,-2.0,-435.41
2011-03-28 12:18:00,,United Kingdom,1,1,-2.0,-684.9100000000001
2011-03-28 12:34:00,,United Kingdom,1,1,-2.0,-338.39
2011-03-28 12:37:00,,United Kingdom,1,1,-2.0,-194.98999999999998
2011-03-28 14:00:00,VIP,Italy,1,1,-1.0,-18.0
2011-03-28 15:18:00,Loyal,United Kingdom,1,1,-100.0,-165.0
2011-03-28 15:30:00,Loyal,United Kingdom,1,1,-200.0,-330.0
2011-03-28 16:02:00,VIP,Germany,1,1,-2.0,-2.07
2011-03-29 09:19:00,VIP,United Kingdom,1,1,-2.0,-5.1
2011-03-29 09:58:00,VIP,United Kingdom,1,1,-4.0,-22.7
2011-03-29 10:55:00,Active,United Kingdom,1,1,-2.0,-9.9
2011-03-29 11:30:00,VIP,United Kingdom,1,1,-30.0,-50.699999999999996
2011-03-29 13:18:00,Loyal,United Kingdom,1,1,-6.0,-45.900000000000006
2011-03-29 14:17:00,Loyal,United Kingdom,1,1,-1.0,-3.75
2011-03-29 15:06:00,VIP,United Kingdom,1,1,-3.0,-19.45
2011-03-29 15:27:00,VIP,United Kingdom,1,1,-11.0,-22.95
2011-03-30 11:59:00,VIP,United Kingdom,1,1,-6.0,-7.5
2011-03-30 14:30:00,VIP,United Kingdom,1,1,-4.0,-34.0
2011-03-30 14:49:00,Active,United Kingdom,1,1,-7.0,-53.7
2011-03-30 14:57:00,VIP,United Kingdom,1,1,-1.0,-6.75
2011-03-30 15:06:00,VIP,United Kingdom,1,1,-31.0,-80.55000000000001
2011-03-30 15:12:00,VIP,Germany,1,1,-21.0,-54.65
2011-03-30 15:14:00,VIP,United Kingdom,1,1,-1.0,-10.95
2011-03-30 15:35:00,VIP,United Kingdom,1,1,-2.0,-2.93
2011-03-30 15:40:00,VIP,United Kingdom,1,1,-10.0,-8.5
2011-03-30 16:36:00,VIP,United Kingdom,1,1,-5.0,-15.05
2011-03-30 16:39:00,Loyal,United Kingdom,1,1,-4.0,-34.0
2011-03-30 16:49:00,VIP,United Kingdom,1,1,-2.0,-33.9
2011-03-30 16:54:00,VIP,United Kingdom,1,1,-3.0,-28.65
2011-03-30 17:06:00,VIP,United Kingdom,1,1,-1.0,-2.95
2011-03-30 17:09:00,VIP,United Kingdom,1,1,-1.0,-21.95
2011-03-31 10:36:00,Loyal,United Kingdom,1,1,-1.0,-162.24
2011-03-31 11:37:00,VIP,United Kingdom,1,1,-6.0,-7.5
2011-03-31 11:42:00,VIP,United Kingdom,1,1,-4.0,-71.4
2011-03-31 11:49:00,VIP,United Kingdom,1,1,-1.0,-57.6
2011-03-31 11:58:00,Loyal,United Kingdom,1,1,-186.0,-751.8999999999997
2011-03-31 12:11:00,VIP,United Kingdom,2,2,-65.0,-395.32
2011-03-31 12:14:00,New & Growing,United Kingdom,1,1,-3.0,-44.849999999999994
2011-03-31 12:17:00,VIP,United Kingdom,1,1,-23.0,-195.5
2011-03-31 12:20:00,New & Growing,United Kingdom,1,1,-4.0,-21.8
2011-03-31 12:32:00,VIP,United Kingdom,1,1,-26.0,-252.60999999999999
2011-03-31 12:38:00,Loyal,United Kingdom,1,1,-1.0,-9.95
2011-03-31 12:50:00,VIP,United Kingdom,1,1,-3.0,-8.850000000000001
2011-03-31 12:57:00,VIP,United Kingdom,1,1,-10.0,-26.299999999999997
2011-03-31 13:03:00,VIP,United Kingdom,1,1,-1.0,-4.25
2011-03-31 13:34:00,Loyal,United Kingdom,1,1,-3.0,-20.35
2011-03-31 14:23:00,Loyal,United Kingdom,1,1,-7.0,-29.85
2011-03-31 14:51:00,VIP,United Kingdom,1,1,-1.0,-2.25
2011-03-31 15:54:00,VIP,United Kingdom,1,1,-8.0,-20.4
2011-03-31 17:16:00,VIP,United Kingdom,1,1,-216.0,-1170.0
2011-03-31 18:44:00,VIP,United Kingdom,1,1,-14.0,-48.3
2011-04-01 10:22:00,Active,France,1,1,-1.0,-7.95
2011-04-01 10:45:00,Active,United Kingdom,1,1,-8.0,-102.0
2011-04-01 10:46:00,VIP,United Kingdom,2,2,-635.0,-1008.0699999999999
2011-04-01 11:03:00,,United Kingdom,1,1,-1.0,-2.95
2011-04-01 11:20:00,VIP,United Kingdom,1,1,-1.0,-2.55
2011-04-01 11:22:00,Active,United Kingdom,1,1,-1.0,-21.95
2011-04-01 12:14:00,VIP,United Kingdom,1,1,-2.0,-11.9
2011-04-01 12:16:00,VIP,United Kingdom,1,1,-1.0,-8.5
2011-04-01 12:19:00,VIP,United Kingdom,1,1,-6.0,-22.5
2011-04-01 13:17:00,New & Growing,United Kingdom,1,1,-3.0,-29.849999999999998
2011-04-01 15:00:00,Active,Czech Republic,1,1,-39.0,-57.51
2011-04-03 10:08:00,VIP,United Kingdom,1,1,-3.0,-25.849999999999998
2011-04-03 14:53:00,Loyal,United Kingdom,1,1,-16.0,-39.2
2011-04-04 08:50:00,New & Growing,United Kingdom,1,1,-24.0,-20.4
2011-04-04 08:59:00,VIP,United Kingdom,1,1,-6.0,-9.2
2011-04-04 09:00:00,Loyal,United Kingdom,1,1,-2.0,-8.5
2011-04-04 09:02:00,VIP,United Kingdom,1,1,-7.0,-26.599999999999998
2011-04-04 09:04:00,VIP,United Kingdom,1,1,-2.0,-15.9
2011-04-04 09:45:00,VIP,United Kingdom,1,1,-4.0,-13.8
2011-04-04 09:57:00,Active,Australia,1,1,-8.0,-13.2
2011-04-04 10:12:00,Loyal,Japan,1,1,-624.0,-1591.1999999999998
2011-04-04 11:22:00,VIP,United Kingdom,1,1,-12.0,-30.599999999999998
2011-04-04 12:28:00,Active,United Kingdom,1,1,-115.0,-300.84999999999997
2011-04-04 13:08:00,VIP,Singapore,1,1,-4.0,-4037.7700000000004
2011-04-04 13:09:00,VIP,Singapore,1,1,-1.0,-2053.07
2011-04-04 13:14:00,VIP,United Kingdom,1,1,-12.0,-25.09
2011-04-04 13:28:00,VIP,United Kingdom,1,1,-12.0,-25.09
2011-04-04 14:09:00,VIP,United Kingdom,1,1,-2.0,-6.2
2011-04-04 15:34:00,VIP,United Kingdom,1,1,-1.0,-3.75
2011-04-05 08:24:00,VIP,United Kingdom,1,1,-6.0,-7.5
2011-04-05 08:25:00,New & Growing,United Kingdom,1,1,-2.0,-6.35
2011-04-05 09:46:00,Active,France,1,1,-1.0,-1136.3
2011-04-05 09:53:00,VIP,Germany,1,1,-24.0,-34.8
2011-04-05 10:32:00,VIP,United Kingdom,1,1,-48.0,-60.0
2011-04-05 10:45:00,VIP,United Kingdom,1,1,-5.0,-17.37
2011-04-05 11:42:00,Loyal,United Kingdom,1,1,-198.0,-355.11999999999995
2011-04-05 11:50:00,VIP,United Kingdom,1,1,-16.0,-39.2
2011-04-05 12:27:00,Loyal,United Kingdom,1,1,-1.0,-39.95
2011-04-05 14:08:00,VIP,United Kingdom,1,1,-6.0,-29.0
2011-04-05 14:52:00,Active,United Kingdom,1,1,-1.0,-3.75
2011-04-05 15:22:00,VIP,Germany,1,1,-7.0,-21.55
2011-04-05 17:16:00,VIP,United Kingdom,1,1,-2.0,-7.5
2011-04-05 17:22:00,VIP,United Kingdom,1,1,-15.0,-32.55
2011-04-06 09:25:00,VIP,United Kingdom,1,1,-1.0,-12.75
2011-04-06 10:15:00,VIP,United Kingdom,1,1,-1.0,-2.55
2011-04-06 10:17:00,VIP,United Kingdom,1,1,-5.0,-18.200000000000003
2011-04-06 10:17:00,New & Growing,United Kingdom,1,1,-2.0,-33.9
2011-04-06 11:06:00,VIP,Germany,1,1,-14.0,-5.46
2011-04-06 17:16:00,New & Growing,United Kingdom,1,1,-3.0,-10.15
2011-04-07 09:28:00,VIP,Finland,1,1,-30.0,-62.11
2011-04-07 10:15:00,VIP,United Kingdom,1,1,-40.0,-102.0
2011-04-07 10:59:00,VIP,United Kingdom,1,1,-12.0,-15.0
2011-04-07 12:18:00,Loyal,United Kingdom,1,1,-11.0,-28.049999999999997
2011-04-07 12:20:00,VIP,Belgium,1,1,-5.0,-14.48
2011-04-07 12:21:00,VIP,United Kingdom,1,1,-1.0,-2.95
2011-04-07 12:45:00,Loyal,United Kingdom,1,1,-3.0,-8.850000000000001
2011-04-07 12:47:00,VIP,United Kingdom,1,1,-14.0,-28.9
2011-04-07 18:06:00,VIP,United Kingdom,1,1,-2.0,-11.6
2011-04-07 18:10:00,VIP,United Kingdom,1,1,-1.0,-9.95
2011-04-08 09:51:00,VIP,United Kingdom,1,1,-6.0,-9.2
2011-04-08 12:09:00,Loyal,United Kingdom,1,1,-5.0,-17.45
2011-04-08 12:37:00,Active,United Kingdom,1,1,-5.0,-44.75
2011-04-08 12:39:00,VIP,Germany,1,1,-3.0,-5.41
2011-04-08 14:13:00,VIP,United Kingdom,1,1,-4.0,-10.2
2011-04-08 14:17:00,Loyal,United Kingdom,1,1,-1.0,-1867.86
2011-04-08 17:03:00,New & Growing,United Kingdom,1,1,-5.0,-6.22
2011-04-08 17:07:00,New & Growing,United Kingdom,1,1,-1.0,-7.06
2011-04-08 17:08:00,VIP,Belgium,1,1,-3.0,-14.850000000000001
2011-04-08 17:14:00,VIP,United Kingdom,1,1,-2.0,-13.5
2011-04-10 10:12:00,VIP,United Kingdom,1,1,-2.0,-15.9
2011-04-10 11:15:00,VIP,United Kingdom,1,1,-100.0,-275.0
2011-04-10 11:19:00,VIP,United Kingdom,1,1,-1.0,-1.25
2011-04-10 11:37:00,VIP,United Kingdom,1,1,-2.0,-250.0
2011-04-10 14:26:00,VIP,United Kingdom,1,1,-1.0,-7.95
2011-04-11 09:35:00,Active,Switzerland,1,1,-3.0,-29.849999999999998
2011-04-11 09:45:00,VIP,France,1,1,-3.0,-38.25
2011-04-11 12:17:00,VIP,United Kingdom,1,1,-32.0,-104.13
2011-04-11 13:26:00,VIP,United Kingdom,1,1,-1.0,-1.95
2011-04-11 13:26:00,Active,United Kingdom,1,1,-6.0,-22.5
2011-04-11 13:36:00,Loyal,United Kingdom,1,1,-1.0,-1.65
2011-04-11 13:43:00,VIP,United Kingdom,1,1,-8.0,-12.820000000000002
2011-04-11 16:05:00,VIP,United Kingdom,1,1,-12.0,-10.2
2011-04-11 16:36:00,VIP,United Kingdom,1,1,-51.0,-21.61
2011-04-12 11:17:00,VIP,United Kingdom,1,1,-9.0,-27.85
2011-04-12 11:50:00,VIP,United Kingdom,1,1,-12.0,-31.39
2011-04-12 11:58:00,VIP,United Kingdom,1,1,-95.0,-131.41
2011-04-12 11:59:00,VIP,United Kingdom,1,1,-2.0,-8.5
2011-04-12 12:35:00,Loyal,United Kingdom,1,1,-3.0,-18.65
2011-04-12 12:40:00,VIP,United Kingdom,1,1,-1.0,-4.95
2011-04-12 12:43:00,VIP,United Kingdom,1,1,-6.0,-12.55
2011-04-12 12:55:00,Loyal,Belgium,1,1,-2.0,-6.0
2011-04-12 13:51:00,VIP,United Kingdom,1,1,-2.0,-5.9
2011-04-12 15:40:00,VIP,United Kingdom,1,1,-4.0,-51.0
2011-04-12 15:48:00,New & Growing,United Kingdom,1,1,-1.0,-7.95
2011-04-12 16:00:00,VIP,United Kingdom,1,1,-5.0,-38.65
2011-04-12 16:07:00,VIP,United Kingdom,1,1,-7.0,-11.549999999999999
2011-04-12 16:10:00,Loyal,United Kingdom,1,1,-2.0,-14.2
2011-04-12 16:21:00,VIP,United Kingdom,1,1,-3.0,-42.65
2011-04-12 16:39:00,VIP,United Kingdom,1,1,-3.0,-32.849999999999994
2011-04-13 09:02:00,VIP,United Kingdom,1,1,-2.0,-6.6
2011-04-13 09:02:00,Loyal,United Kingdom,1,1,-12.0,-17.4
2011-04-13 09:50:00,Loyal,United Kingdom,1,1,-7.0,-8.850000000000001
2011-04-13 09:53:00,New & Growing,United Kingdom,1,1,-4.0,-21.2
2011-04-13 09:55:00,Loyal,United Kingdom,1,1,-1.0,-12.75
2011-04-13 10:36:00,,United Kingdom,1,1,-1.0,-15.05
2011-04-13 10:40:00,,United Kingdom,1,1,-1.0,-97.35
2011-04-13 12:39:00,Active,United Kingdom,1,1,-4.0,-44.2
2011-04-13 13:38:00,VIP,Cyprus,1,1,-4.0,-35.8
2011-04-13 13:49:00,VIP,United Kingdom,1,1,-2.0,-25.5
2011-04-13 13:51:00,VIP,United Kingdom,1,1,-2.0,-21.9
2011-04-13 14:24:00,VIP,United Kingdom,1,1,-432.0,-155.51999999999998
2011-04-13 14:30:00,VIP,United Kingdom,1,1,-48.0,-94.80000000000001
2011-04-13 16:03:00,Loyal,United Kingdom,1,1,-2.0,-7.5
2011-04-13 16:06:00,VIP,United Kingdom,1,1,-4.0,-21.799999999999997
2011-04-14 10:24:00,VIP,United Kingdom,1,1,-1.0,-57.6
2011-04-14 10:29:00,VIP,United Kingdom,1,1,-5.0,-6.01
2011-04-14 10:49:00,New & Growing,United Kingdom,1,1,-10.0,-13.34
2011-04-14 10:52:00,VIP,United Kingdom,1,1,-8.0,-18.0
2011-04-14 11:19:00,VIP,United Kingdom,1,1,-28.0,-175.4
2011-04-14 11:22:00,New & Growing,United Kingdom,1,1,-4.0,-5.0
2011-04-14 11:26:00,Active,United Kingdom,1,1,-58.0,-49.3
2011-04-14 11:26:00,VIP,United Kingdom,1,1,-1.0,-1.65
2011-04-14 11:27:00,Active,United Kingdom,1,1,-6.0,-25.5
2011-04-14 12:28:00,Loyal,United Kingdom,1,1,-2.0,-11.75
2011-04-14 13:12:00,At Risk,United Kingdom,1,1,-3.0,-12.85
2011-04-14 14:23:00,VIP,France,1,1,-3.0,-54.0
2011-04-14 16:34:00,VIP,United Kingdom,1,1,-1.0,-0.85
2011-04-14 16:41:00,New & Growing,United Kingdom,1,1,-1.0,-0.83
2011-04-14 16:43:00,VIP,United Kingdom,1,1,-3.0,-12.75
2011-04-14 16:53:00,Loyal,Germany,1,1,-1.0,-1.25
